"","npo","website","year_founded","source","partner_status","eligibility","recent_activity","address","latitude","longitude","municipality","department","address2","latitude2","longitude2","municipality2","department2","address3","latitude3","longitude3","municipality3","department3","address4","latitude4","longitude4","municipality4","department4","address5","latitude5","longitude5","municipality5","department5","size","budget","health","edu","comm_dev","youth_child","women_girls","enviro_cons","security","human_rights","animal_welfare","faith_based","religious_aff","us_tax_status","guate_reg","guate_govt_funding","seal_excellence","total_eval_score","efficiency","transparency","relevance","impact","sustainability"
"2155","Mancomunidad De Municipios ""Frontera Del Norte"" (Mancomunidad ""Frontera Del Notre)","http://www.mancomunidadfronteradelnorte.org/p/quienes-somos.html",2006,"GuateGovtList","E","Y","Y",NA,15.3201052,-91.4721887,"Huehuetenango","Huehuetenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2156","Manuel Y Concha Ralda","https://dar.org.gt",1998,"GuateGovtList","E","Y","Y","Av. Hincapie 18-05 Zone 13, Hangar i3, Retalhuleu, Guatemala",14.550533,-91.6926054,"Retalhuleu","Retalhuleu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","Y","Christianity","501c3","Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2157","Ministerio Amor En AcciÃ³n (AMA)","NA",2005,"GuateGovtList","NE","NPI",NA,NA,NA,NA,NA,"Alta Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Christianity",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2158","Mision EvangÃ©lica Pentecostes ""Emanuel""","NA",2006,"GuateGovtList","NE","NPI",NA,"02 Calle 8-98 Z.4, Coatepeque, Quetzaltenango",14.7041163,-91.8679387,"Coatepeque","Quetzaltenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Christianity",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2159","Desarrollo Integral Para La Paz (ODIPAZ ONG)","NA",2004,"GuateGovtList","NE","NPI",NA,NA,NA,NA,NA,"Alta Verapaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2160","Arquitectos De HueHueteanango (ONG ARQH)","https://www.facebook.com/ONG-Arquitectos-de-Huehuetenango-219488724842586/",2001,"GuateGovtList","NE","NRA","N","3ra calle entre 6ta y 7ma avenida
Huehuetenango, Huehuetenango",15.3195885,-91.4743276,"Huehuetenango","Huehuetenango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2161","Proyectos Para El Desarrollo De Ixcan -Pedi-","NA",2001,"GuateGovtList","NE","NPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2162","Sandoval MÃ©ndez Sociedad Civil (Sandoval Mendez S.C.G.O.N.G.)","NA",2014,"GuateGovtList","NE","NPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2163","Sociedad Civil de Sandoval Mendez (Sandoval Mendez S.C.G.O.N.G. o Comercial Consultorio Medico Asistencial ""Salud Familiar"")","NA",2004,"GuateGovtList","NE","NPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2164","Desarrollo Integral Nor-Occidente De Guatemala (ASONOGUA)","NA",2018,"GuateGovtList","NE","NPI",NA,NA,15.024058,-91.14899,"Santa Cruz del QuichÃ©","QuichÃ©",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2165","FÃºtbol Barberena (ASOFBAR)","NA",2017,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2166","Gestores Del Desarrollo (ASOGEDA)","NA",2008,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2167","Plataforma Campesina Guatemalteca","NA",2018,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2168","Pro-desarrollo E IntegraciÃ³n De Los Pueblos (APRODIP)","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2169","Amate Blanco (ACAB)","NA",2013,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2170","Grupo Gestor Barberena (GRUPO GESTOR)","NA",2010,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2171","Fraternidad de Ministros EvangÃ©licos de Guatemala (FRAMEGUA)","https://www.facebook.com/Fraternidad-de-Ministros-EvangÃ©licos-de-Barberena-FRAME-251419388358073/",2019,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","N","N","Y","Christian",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2172","Pro-Mejoramiento de Santa Rosa (PROMESA)","NA",2006,"GuateGovtList","NE","NPI",NA,NA,14.306054,-90.363235,"Barberena","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2173","Desarrollo Agropecuario Sostenible Social (ADASS)","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Casillas","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2174","DÃ©jame Ayudarte (ADA)","http://www.dejameayudarte.com/",2017,"GuateGovtList","NE","NRA","N",NA,14.41844,-90.24548,"Casillas","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2175","Bienestar Integral Para Las Personas Con Capacidades Diferentes (ABICADI)","https://www.facebook.com/ftytl/",2016,"GuateGovtList","E","Y","Y","ABICADI.Fisioterapia y Lenguaje de Labor Social.
2 Avenida, Zona 1, Chiquimulilla, Guatemala",14.638865,-90.518735,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","N","N","N","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2176","Desarrollo de Cadenas Productivas (DECAP ONG)","NA",2008,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2177","Jovenes De Hawaii, Chiquimulilla (AJOHACHI)","NA",2010,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2178","Mujeres Luchar Para Vivir (AMLPV)","NA",2008,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2179","Las MaÃ±anitas Mujeres Activas (ALMMA)","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2180","Proyecto de Mejoramiento Saludable Las Lisas, Chiquimulilla, Santa Rosa (PROMESA)","NA",2012,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2181","Social Para El Bienestar de la Familia (ABIFAM)","NA",2011,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2182","ComitÃ© De AutogestiÃ³n TurÃ­stica De Las LIsas (CAT LAS LISAS)","NA",2012,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2183","Campesinos Xinkas","NA",2008,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2184","Oficina Municipal De La Mujer, De Chiquimulilla, Santa Rosa (OMM)","NA",2008,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2185","Mujeres De Caserio Los Macizos, Aldea El Ahumado, Chiquimulilla, Santa Rosa (AMUCAMACH)","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2186","Campesinos ""Villa Carlota"" Aldea Ojo De Agua, Chiquimulilla, Santa Rosa (ASOCAVIC)","NA",2015,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2187","Desarrollo Comunal De Las Aldeas El AHumado Y Los Macizos Del Municipio De Chiquimulilla Del Departamento De Santa Rosa (ADESCAM)","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2188","Desarrollo Integral Del Canal De Chiquimulilla","NA",2006,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2189","Desarrollo Integral Humano Y De Vivienda De Santa Rosa (ADIHVSAR)","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2190","Desarrollo Social Del Adulto Mayor, Jacoba De Pineda (ADESAM)","NA",2007,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2191","Frutos De BendiciÃ³n","NA",2008,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2192","Probienestar De La Educacion Del NiÃ±o De Chiquimulilla Aprobeni","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2193","La Campesina Canal De Chiquimulilla","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.41844,-90.24548,"Chiquimulilla","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2194","Bienestar Integral (ASBIN)","https://www.facebook.com/AsociacionCivilParaElBienestarIntegral/",2012,"GuateGovtList","E","Y","Y",NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","Y","N","N","N","N","N","N","Y","Christian",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2195","Campesina El Progreso (A.C.E.P.)","NA",2013,"GuateGovtList","NE","NPI",NA,NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2196","Campesina Nuevo Amanecer, El Remolino, Cuilapa, Santa Rosa (ASCANA)","NA",2010,"GuateGovtList","NE","NPI",NA,NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2197","Cultural Y LingÃ¼Ã­stica Xinka (ACLX)","NA",2018,"GuateGovtList","NE","NPI",NA,NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2198","Integral De Desarrollo De Productores AgrÃ­colas (AIDPA)","NA",2012,"GuateGovtList","NE","NPI",NA,NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2199","Programas Ambientales SOS (APASOS)","NA",2012,"GuateGovtList","NE","NPI",NA,NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2200","Mujeres De Cambio De Santa Rosa (AMUCASA)","https://www.facebook.com/Asociacion-Departamental-Mujeres-de-Cambio-170232330326705/",2017,"GuateGovtList","E","Y","Y",NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","Y","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2201","Bibliotecas Comunitarias De Guatemala (ABCG)","https://sites.google.com/site/bibliotecascomunitariasgt/",2019,"GuateGovtList","E","Y","Y",NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Y","N","N","N","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2202","Campesina De Desplazados De Guatemala (ACDG)","NA",2019,"GuateGovtList","NE","NPI",NA,NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2203","Campesina De Desplazados Y Desarraigados De Guatemala (ACDDG)","NA",2019,"GuateGovtList","NE","NPI",NA,NA,14.277234,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2204","Casa Del Adulto Mayor Santa Rosa (ACASAROSA)","https://www.facebook.com/people/Casa-Del-Adulto-Mayor-Santa-Rosa/100013444420390",2016,"GuateGovtList","NE","NPI",NA,NA,14.2772340000001,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N","N","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2205","Juristas De Santa Rosa (AJURISA)","NA",2010,"GuateGovtList","NE","NPI",NA,NA,14.2772340000001,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2206","Mujeres Juristas De Santa Rosa (MUJERES JURISTAS)","NA",2015,"GuateGovtList","NE","NPI",NA,NA,14.2772340000001,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2207","Grupo Gestor Cuilapa (GRUPO GESTOR)","NA",2010,"GuateGovtList","NE","NPI",NA,NA,14.2772340000001,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2208","Guatemalteca de Productores y Exportadores de Arveja y otros Vegetales (ASOARVEX)","NA",2006,"GuateGovtList","NE","NPI",NA,NA,14.2772340000001,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2209","Integral De Desarrollo El Molino (AIDEMO)","NA",2009,"GuateGovtList","NE","NPI",NA,NA,14.2772340000001,-90.297275,"Cuilapa","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2210","Desarrollo Integral Chiriviscos (ADEINCHIR)","NA",2017,"GuateGovtList","NE","NPI",NA,NA,14.073558,-90.414907,"GuazacapÃ¡n","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2211","Desarrollo Integral De Productos Alimenticios, Bienes Y Servicios De Santa Rosa (ADIPABSS)","NA",2017,"GuateGovtList","NE","NPI",NA,NA,14.073558,-90.414907,"GuazacapÃ¡n","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2212","Pastores EvangÃ©licos De Aldea Poza De Agua Del Municipio De GuazacapÃ¡n Departamento De Santa Rosa","NA",2007,"GuateGovtList","NE","NPI",NA,NA,14.073558,-90.414907,"GuazacapÃ¡n","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2213","Benefica Para Personas De Escasos Recursos Economicos","https://www.facebook.com/ASOCIACION-DE-AYUDA-PARA-PERSONAS-DE-ESCASOS-RECURSOS-ECONOMICOS-AC-275786705780497/",2008,"GuateGovtList","NE","NRA",NA,NA,14.073558,-90.414907,"GuazacapÃ¡n","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N","N","N","N","N","N","N","Secular",NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
"2214","Productores De Sur-Oriente (APRODESO-ONG)","NA",2007,"GuateGovtList","NE","NPI",NA,NA,14.073558,-90.414907,"GuazacapÃ¡n","Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asso",NA,NA,NA,NA,NA,NA,NA,NA
